Movie Name,Release Date,Genre,Budget,Gross Revenue,Url
Maelstrom,"Sep 15, 2000",, ,"$338,525",/movie/Maelstrom#tab=summary
Maelstrom (2002),"Jan 25, 2002",, ,"$33,410",/movie/Maelstrom-(2002)#tab=summary
Maestro,"Mar 12, 2004",Documentary, ,"$25,315",/movie/Maestro#tab=summary
Mafia,"Dec 31, 2012",, ,$0,/movie/Mafia#tab=summary
"The Mafia, The Salesman","Dec 31, 2007",, ,$0,/movie/Mafia-The-Salesman-The#tab=summary
Mafioso,"Jun 30, 1964",Comedy, ,"$398,614",/movie/Mafioso#tab=summary
Magdalena,"Dec 31, 2011",Action, ,$0,/movie/Magdalena#tab=summary
"Magdalena, The Unholy Saint","Mar 11, 2005",Drama, ,"$6,470",/movie/Magdalena-The-Unholy-Saint#tab=summary
The Magdalene Sisters,"Aug 1, 2003",Drama, ,"$4,890,878",/movie/Magdalene-Sisters-The#tab=summary
Maggie,"Dec 31, 2014",Drama,"$8,000,000",$0,/movie/Maggie#tab=summary
Magic,"Nov 8, 1978",, ,"$23,800,000",/movie/Magic#tab=summary
Magic City Memoirs,"Dec 31, 2011",Documentary, ,$0,/movie/Magic-City-Memoirs#tab=summary
The Magic Flute,"Dec 31, 2006",Musical,"$27,000,000",$0,/movie/Magic-Flute-The#tab=summary
The Magic Flute,"Dec 21, 2011",Concert/Performance, ,$0,/movie/Magic-Flute-The-(2011)#tab=summary
Magic in the Moonlight,"Jul 25, 2014",Romantic Comedy, ,"$9,915,903",/movie/Magic-in-the-Moonlight#tab=summary
Magic in the Water,"Aug 30, 1995",Adventure, ,"$2,535,916",/movie/Magic-in-the-Water#tab=summary
Magic Kingdom,"Dec 31, 2011",Adventure, ,$0,/movie/Magic-Kingdom#tab=summary
Magic Magic,"Aug 6, 2013",Thriller/Suspense, ,$0,/movie/Magic-Magic#tab=summary
Magic Mike,"Jun 29, 2012",Comedy,"$7,000,000","$113,721,571",/movie/Magic-Mike#tab=summary
Magic Mike XXL,"Jul 1, 2015",Comedy, ,$0,/movie/Magic-Mike-2#tab=summary
The Magic of Belle Isle,"Jul 6, 2012",Drama, ,"$102,388",/movie/Magic-of-Belle-Isle-The#tab=summary
Magic Trip,"Aug 5, 2011",Documentary, ,"$154,521",/movie/Magic-Trip#tab=summary
Magical Mystery Tour,"Oct 9, 2012",Multiple Genres, ,$0,/movie/Magical-Mystery-Tour#tab=summary
The Magician,"Oct 29, 2010",Black Comedy, ,$406,/movie/Magician-The#tab=summary
Magicians,"Dec 31, 2007",Comedy, ,$0,/movie/Magicians#tab=summary
Magnificent Desolation,"Sep 23, 2005",Documentary, ,"$40,144,533",/movie/Magnificent-Desolation#tab=summary
Magnolia,"Dec 17, 1999",Drama,"$37,000,000","$22,450,975",/movie/Magnolia#tab=summary
Magnum Force,"Dec 28, 1973",Action, ,"$44,680,473",/movie/Magnum-Force#tab=summary
Magnum P.I.,"Dec 31, 2011",Thriller/Suspense, ,$0,/movie/Magnum-P-I#tab=summary
Mahanagar,"Aug 20, 2013",Documentary, ,$0,/movie/Mahanagar#tab=summary
Mai wei,"Apr 20, 2012",Drama, ,"$70,177",/movie/Mai-wei#tab=summary
Maid in Manhattan,"Dec 13, 2002",Romantic Comedy,"$55,000,000","$93,932,896",/movie/Maid-in-Manhattan#tab=summary
The Maid,"Oct 16, 2009",Drama, ,"$576,610",/movie/Maid-The#tab=summary
Maid to Order,"Jul 10, 1987",Comedy, ,"$9,868,000",/movie/Maid-to-Order#tab=summary
The Maiden Heist,"Nov 24, 2009",Comedy, ,$0,/movie/Maiden-Heist-The#tab=summary
Maiden Voyage: Ocean Hijack,"Nov 25, 2008",, ,$0,/movie/Maiden-Voyage-Ocean-Hijack#tab=summary
Maidentrip,"Dec 20, 2013",Documentary, ,"$68,243",/movie/Maidentrip#tab=summary
The Maid's Room,"Aug 8, 2014",Thriller/Suspense,"$20,000,000",$0,/movie/Maids-Room-The#tab=summary
Maiko haaaan!!!,"Dec 31, 2007",Comedy, ,$0,/movie/Maiko-haaaan#tab=summary
Mail Narok Muay Yok Lor,"Dec 31, 2007",, ,$0,/movie/Mail-Narok-Muay-Yok-Lor#tab=summary
Mail Order Bride,"Feb 24, 2010",Western, ,$0,/movie/Mail-Order-Bride#tab=summary
Mail Order Wife,"Mar 11, 2005",Comedy, ,"$62,387",/movie/Mail-Order-Wife#tab=summary
Main Aurr Mrs. Khanna,"Oct 16, 2009",, ,"$197,183",/movie/Main-Aurr-Mrs-Khanna#tab=summary
The Main Event,"Jun 22, 1979",, ,"$37,198,813",/movie/Main-Event-The#tab=summary
Main Hoon Na,"Apr 30, 2004",Drama, ,"$1,722,453",/movie/Main-Hoon-Na#tab=summary
Main Meri Patni Aur Who,"Oct 7, 2005",, ,$0,/movie/Main-Meri-Patni-Aur-Who#tab=summary
Main Prem Ki Diwani Hoon,"Jun 27, 2003",Drama, ,"$1,225,908",/movie/Main-Prem-Ki-Diwani-Hoon#tab=summary
Main Street,"Sep 9, 2011",Drama, ,"$2,560",/movie/Main-Street#tab=summary
Main Tera Hero,"Apr 4, 2014",Comedy, ,"$274,579",/movie/Main-Tera-Hero#tab=summary
The Maintenance Man,"Dec 31, 2011",Thriller/Suspense, ,$0,/movie/Maintenance-Man-The#tab=summary
"Et maintenant, on va où?","May 11, 2012",Drama, ,"$531,813",/movie/maintenant-on-va-ou-Et#tab=summary
La maison de la radio,"Sep 4, 2013",Documentary, ,"$8,060",/movie/Maison-de-la-radio-La#tab=summary
The Majestic,"Dec 21, 2001",Drama,"$72,000,000","$27,796,042",/movie/Majestic-The#tab=summary
Major Dundee,"Apr 7, 1965",Western,"$3,800,000","$14,873",/movie/Major-Dundee#tab=summary
Major League,"Apr 7, 1989",Comedy,"$11,000,000","$49,793,054",/movie/Major-League#tab=summary
Major League: Back to the Minors,"Apr 17, 1998",Comedy, ,"$3,551,208",/movie/Major-League-Back-to-the-Minors#tab=summary
Major League II,"Mar 30, 1994",Comedy, ,"$30,626,182",/movie/Major-League-II#tab=summary
Major Matt Mason,"Dec 31, 2011",Adventure, ,$0,/movie/Major-Matt-Mason#tab=summary
Major Movie Star,"Dec 31, 2008",Comedy, ,$0,/movie/Major-Movie-Star#tab=summary
Major Payne,"Mar 24, 1995",Comedy, ,"$29,412,050",/movie/Major-Payne#tab=summary
Make Believe,"May 13, 2011",Documentary, ,$0,/movie/Make-Believe#tab=summary
Make It Happen,"Dec 31, 2008",Drama, ,$0,/movie/Make-It-Happen#tab=summary
Make Mine Music,"Aug 15, 1946",, ,$0,/movie/Make-Mine-Music#tab=summary
Make Your Move,"Apr 18, 2014",Musical, ,"$125,106",/movie/Make-Your-Move#tab=summary
Makers: Women Who Make America,"Apr 16, 2013",Documentary, ,$0,/movie/Makers-Women-Who-Make-America#tab=summary
Making Grace,"Jul 22, 2005",Documentary, ,"$1,496",/movie/Making-Grace#tab=summary
Making Love,"Feb 12, 1982",Drama, ,"$11,897,978",/movie/Making-Love#tab=summary
Making Mr. Right,"Jan 1, 1987",, ,"$1,584,970",/movie/Making-Mr-Right#tab=summary
The Making of a Legend: Gone with the Wind,"Apr 13, 2010",Documentary, ,$0,/movie/Making-of-a-Legend-The-Gone-with-the-Wind#tab=summary
Making the Boys,"Mar 11, 2011",Documentary, ,"$33,833",/movie/Making-the-Boys#tab=summary
Making the Grade,"May 18, 1984",Comedy, ,"$4,561,000",/movie/Making-the-Grade#tab=summary
Making the Rules,"Dec 31, 2013",, ,$0,/movie/Making-the-Rules#tab=summary
La mala educación,"Nov 19, 2004",Drama,"$5,000,000","$5,211,842",/movie/Mala-educacion-La#tab=summary
Mala Noche,"May 4, 1988",Drama, ,"$11,352",/movie/Mala-Noche#tab=summary
Maladies,"Mar 21, 2014",Drama, ,$0,/movie/Maladies#tab=summary
Malamaal Weekly,"Mar 10, 2006",Comedy, ,"$204,612",/movie/Malamaal-Weekly#tab=summary
Malcolm X,"Nov 18, 1992",Drama,"$35,000,000","$48,169,910",/movie/Malcolm-X#tab=summary
Maldeamores,"Mar 14, 2008",Drama, ,"$22,000",/movie/Maldeamores#tab=summary
Maleficent,"May 30, 2014",Adventure,"$180,000,000","$239,251,615",/movie/Maleficent#tab=summary
Malena,"Dec 22, 2000",Drama, ,"$3,429,045",/movie/Malena#tab=summary
Malevolence,"Sep 10, 2004",Horror,"$200,000","$126,021",/movie/Malevolence#tab=summary
Malibu's Most Wanted,"Apr 18, 2003",Comedy,"$15,000,000","$34,308,901",/movie/Malibus-Most-Wanted#tab=summary
Malice,"Oct 1, 1993",Thriller/Suspense, ,"$46,038,636",/movie/Malice#tab=summary
Malice in Wonderland,"May 11, 2010",, ,$0,/movie/Malice-in-Wonderland#tab=summary
Mall,"Dec 31, 2014",Drama, ,$0,/movie/Mall#tab=summary
Mallrats,"Oct 20, 1995",Comedy,"$6,100,000","$2,108,367",/movie/Mallrats#tab=summary
Malon 9 Kochavim,"May 23, 2007",Documentary, ,"$2,900",/movie/Malon-9-Kochavim#tab=summary
Malone,"May 1, 1987",Action, ,"$3,000,000",/movie/Malone#tab=summary
Maloof Money Cup World Skateboarding Championship Event,"Sep 6, 2012",, ,$0,/movie/Maloof-Money-Cup-World-Skateboarding-Championship-Event#tab=summary
Malos Habitos,"Aug 5, 2009",, ,$0,/movie/Malos-Habitos#tab=summary
The Maltese Falcon,"Oct 18, 1941",Drama, ,$0,/movie/Maltese-Falcon-The#tab=summary
Mama,"Jan 18, 2013",Horror,"$15,000,000","$71,628,180",/movie/Mama#tab=summary
Mama Africa,"Jun 7, 2002",, ,"$1,581",/movie/Mama-Africa#tab=summary
"Mama, I Want to Sing!","Mar 31, 2008",Musical, ,$0,/movie/Mama-I-Want-to-Sing#tab=summary
Maman est chez le coiffeur,"May 2, 2008",Drama, ,"$552,984",/movie/Maman-est-chez-le-coiffeur#tab=summary
Mama's Boy,"Jun 3, 2008",Comedy, ,$0,/movie/Mamas-Boy#tab=summary
Mambo Italiano,"Jun 6, 2003",Comedy, ,"$3,031,801",/movie/Mambo-Italiano#tab=summary
Mambo Italiano (US Release),"Sep 19, 2003",Comedy, ,"$6,250,949",/movie/Mambo-Italiano-(US-Release)#tab=summary
The Mambo Kings,"Feb 28, 1992",Drama, ,"$6,698,607",/movie/Mambo-Kings-The#tab=summary
Mamitas,"Dec 31, 2011",, ,$0,/movie/Mamitas#tab=summary
Mamma Mia!,"Jul 18, 2008",Musical,"$52,000,000","$144,130,063",/movie/Mamma-Mia#tab=summary
Mamma Mia 2,"Dec 31, 2011",Musical, ,$0,/movie/Mamma-Mia-2#tab=summary
Mammoth,"Nov 20, 2009",Drama, ,"$9,580",/movie/Mammoth#tab=summary
The Mammoth and Ice Age,"Feb 1, 2010",Adventure, ,$0,/movie/Mammoth-and-the-Ice-Age-The#tab=summary
"A Man, a Woman and a Bank","Sep 28, 1979",, ,$0,/movie/Man-a-Woman-and-a-Bank-A#tab=summary
Man About Town,"Feb 13, 2007",Drama, ,$0,/movie/Man-About-Town#tab=summary
A Man Apart,"Apr 4, 2003",Action,"$36,000,000","$26,500,000",/movie/Man-Apart-A#tab=summary
A Man Called Horse,"Apr 23, 1970",Drama, ,$0,/movie/Man-Called-Horse-A#tab=summary
Man cheng jin dai huang jin jia,"Dec 21, 2006",Action,"$45,000,000","$6,566,773",/movie/Man-cheng-jin-dai-huang-jin-jia#tab=summary
A Man for All Seasons,"Dec 12, 1966",,"$3,900,000","$28,350,000",/movie/Man-for-All-Seasons-A#tab=summary
The Man From Earth,"Oct 19, 2007",Drama,"$200,000",$0,/movie/Man-From-Earth-The#tab=summary
The Man from Elysian Fields,"Sep 27, 2002",Comedy, ,"$1,431,625",/movie/Man-from-Elysian-Fields-The#tab=summary
Jimmy Carter: Man From Plains,"Oct 26, 2007",Documentary, ,"$108,807",/movie/Man-from-Plains#tab=summary
Man from Reno,"Dec 31, 2014",Thriller/Suspense, ,$0,/movie/Man-from-Reno#tab=summary
Man from Shaolin,"Dec 31, 2012",Action, ,$0,/movie/Man-from-Shaolin#tab=summary
The Man From Snowy River,"Nov 3, 1982",Drama,"$5,000,000","$20,659,423",/movie/Man-From-Snowy-River-The#tab=summary
The Man From U.N.C.L.E.,"Aug 14, 2015",Action, ,$0,/movie/Man-From-U-N-C-L-E-The#tab=summary
Un homme amoureux,"Jan 1, 1987",, ,"$949,451",/movie/Man-in-Love-A-(Un-Homme-Amoureux)#tab=summary
Man in the Chair,"Dec 7, 2007",Drama, ,$0,/movie/Man-in-the-Chair#tab=summary
The Man in the Gray Flannel Suit,"Jan 1, 1956",, ,"$10,875,000",/movie/Man-in-the-Gray-Flannel-Suit-The#tab=summary
The Man in the Iron Mask,"Mar 13, 1998",Adventure,"$35,000,000","$56,968,169",/movie/Man-in-the-Iron-Mask#tab=summary
The Man in the Moon,"Oct 4, 1991",Drama, ,"$2,853,801",/movie/Man-in-the-Moon-The#tab=summary
The Man in the White Suit,"Apr 30, 1951",Comedy, ,"$3,874",/movie/Man-in-the-White-Suit-The#tab=summary
Man Jeuk,"Dec 31, 2008",, ,$0,/movie/Man-Jeuk#tab=summary
Man Maid,"Dec 31, 2009",, ,$0,/movie/Man-Maid#tab=summary
A Man Named Pearl,"Aug 31, 2007",Documentary, ,"$201,603",/movie/Man-Named-Pearl-A#tab=summary
"The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby","Sep 23, 2011",Documentary, ,"$183,342",/movie/Man-Nobody-Knew-The#tab=summary
Man of Iron,"Nov 20, 1981",, ,$0,/movie/Man-of-Iron#tab=summary
A Man of No Importance,"Dec 22, 1994",Drama, ,"$555,716",/movie/Man-of-No-Importance-A#tab=summary
Man of Steel,"Jun 14, 2013",Action,"$225,000,000","$291,045,518",/movie/Man-of-Steel#tab=summary
Man of Tai Chi,"Nov 1, 2013",Action, ,$0,/movie/Man-of-Tai-Chi#tab=summary
Man of the Century,"Oct 29, 1999",, ,"$33,031",/movie/Man-of-the-Century#tab=summary
Man of the House,"Mar 3, 1995",Comedy, ,"$40,029,009",/movie/Man-of-the-House#tab=summary
Man of the House,"Feb 25, 2005",Comedy,"$50,000,000","$19,699,706",/movie/Man-of-the-House-(2005)#tab=summary
Man of the Year,"Oct 13, 2006",Comedy,"$20,000,000","$37,442,180",/movie/Man-of-the-Year#tab=summary
The Man of the Year,"Jun 18, 2004",, ,$0,/movie/Man-of-the-Year-The#tab=summary
Man on a Mission,"Jan 13, 2012",Documentary, ,"$8,688",/movie/Man-on-a-Mission#tab=summary
Man on Fire,"Jan 1, 1987",, ,"$519,596",/movie/Man-on-Fire#tab=summary
Man on Fire,"Apr 23, 2004",Thriller/Suspense,"$60,000,000","$77,906,816",/movie/Man-on-Fire-(2004)#tab=summary
The Man on Her Mind,"Sep 12, 2014",Romantic Comedy, ,$0,/movie/Man-on-Her-Mind-The#tab=summary
Man on a Ledge,"Jan 27, 2012",Thriller/Suspense,"$42,000,000","$18,620,000",/movie/Man-on-the-Ledge#tab=summary
Man on the Moon,"Dec 22, 1999",Drama,"$52,000,000","$34,580,635",/movie/Man-on-the-Moon#tab=summary
Man on the Train,"Dec 31, 2011",Drama, ,$0,/movie/Man-on-the-Trian#tab=summary
Man on Wire,"Jul 25, 2008",Documentary,"$1,900,000","$2,962,242",/movie/Man-on-Wire#tab=summary
Man Push Cart,"Sep 8, 2006",, ,"$36,608",/movie/Man-Push-Cart#tab=summary
Män som hatar kvinnor,"May 29, 2009",Thriller/Suspense,"$13,000,000","$12,749,992",/movie/Man-som-hatar-kvinnor#tab=summary
The Man,"Sep 9, 2005",Comedy,"$20,000,000","$8,330,720",/movie/Man-The#tab=summary
Man-Thing,"Dec 31, 2005",, ,$0,/movie/Man-Thing#tab=summary
Man Trouble,"Jul 17, 1992",, ,"$3,882,058",/movie/Man-Trouble#tab=summary
The Guy Who Bought Mustique,"May 11, 2001",, ,"$7,778",/movie/Man-Who-Bought-Mustique#tab=summary
The Man Who Came Back,"Dec 9, 2008",Western, ,$0,/movie/Man-Who-Came-Back-The#tab=summary
The Man Who Copied,"Apr 22, 2005",Drama, ,"$23,989",/movie/Man-Who-Copied-The#tab=summary
The Man Who Cried,"May 25, 2001",Drama, ,"$747,092",/movie/Man-Who-Cried-The#tab=summary
The Man Who Fell to Earth,"May 28, 1976",Drama, ,"$89,026",/movie/Man-Who-Fell-to-Earth-The#tab=summary
The Man Who Killed Don Quixote,"Dec 31, 2011",Drama, ,$0,/movie/Man-Who-Killed-Don-Quixote-The#tab=summary
The Man Who Knew Too Little,"Nov 14, 1997",Comedy,"$20,000,000","$13,801,755",/movie/Man-Who-Knew-Too-Little-The#tab=summary
The Man Who Knew Too Much,"Jun 1, 1956",Adventure, ,"$11,333,333",/movie/Man-Who-Knew-Too-Much-The#tab=summary
The Man Who Loved Women,"Dec 16, 1983",Comedy, ,"$11,000,000",/movie/Man-Who-Loved-Women-The#tab=summary
The Man Who Shook the Hand of Vicente Fernandez,"Dec 7, 2012",Comedy, ,"$10,752",/movie/Man-Who-Shook-the-Hand-of-Vicente-Fernandez-The#tab=summary
The Man Who Shot Liberty Valance,"Jan 1, 1962",,"$3,200,000","$8,000,000",/movie/Man-Who-Shot-Liberty-Valance-The#tab=summary
A Man Who Was Superman,"Dec 31, 2008",, ,$0,/movie/Man-Who-Was-Superman-A#tab=summary
The Man Who Wasn't There,"Oct 31, 2001",Drama, ,"$7,494,849",/movie/Man-Who-Wasn-t-There-The#tab=summary
The Man Who Wasn't There,"Aug 12, 1983",Comedy, ,"$2,315,505",/movie/Man-Who-Wasn-t-There-The-(1983)#tab=summary
The Man With a Cloak,"Dec 22, 2010",, ,$0,/movie/Man-With-a-Cloak-The#tab=summary
The Man With One Red Shoe,"Jul 19, 1985",Comedy, ,"$8,645,411",/movie/Man-With-One-Red-Shoe-The#tab=summary
The Man with the Golden Gun,"Dec 20, 1974",Action,"$7,000,000","$21,000,000",/movie/Man-with-the-Golden-Gun-The#tab=summary
The Man with the Iron Fists,"Nov 2, 2012",Action,"$15,000,000","$15,634,090",/movie/Man-with-the-Iron-Fists-The#tab=summary
The Man with Two Brains,"Jun 3, 1983",Comedy, ,"$10,353,438",/movie/Man-with-Two-Brains-The#tab=summary
The Man Without a Face,"Aug 25, 1993",Drama, ,"$24,760,338",/movie/Man-Without-a-Face-The#tab=summary
The Man Without a Past,"Apr 4, 2003",Comedy, ,"$921,547",/movie/Man-Without-a-Past-The#tab=summary
"Man, Woman and Child","Apr 1, 1983",Drama, ,"$2,300,000",/movie/Man-Woman-and-Child#tab=summary
Management,"May 15, 2009",Romantic Comedy, ,"$934,658",/movie/Management#tab=summary
Manakamana,"Aug 19, 2014",Documentary, ,$0,/movie/Manakamana#tab=summary
Manatsu no Houteishiki,"Jun 29, 2013",Thriller/Suspense, ,$0,/movie/Manatsu-no-Houteishiki#tab=summary
Manatsu no Orion,"Dec 31, 2009",Action, ,$0,/movie/Manatsu-no-Orion#tab=summary
Mancation,"Oct 9, 2012",Comedy, ,$0,/movie/Mancation#tab=summary
The Manchurian Candidate,"Oct 24, 1962",, ,"$7,716,923",/movie/Manchurian-Candidate-The#tab=summary
The Manchurian Candidate,"Jul 30, 2004",Thriller/Suspense,"$80,000,000","$65,948,711",/movie/Manchurian-Candidate-The-(2004)#tab=summary
Mancora,"Mar 20, 2009",Drama, ,"$29,697",/movie/Mancora#tab=summary
Manda Bala,"Aug 17, 2007",Documentary, ,"$122,905",/movie/Manda-Bala#tab=summary
Mandela: Long Walk to Freedom,"Nov 29, 2013",Drama,"$35,000,000","$8,324,748",/movie/Mandela-Long-Walk-to-Freedom#tab=summary
Manderlay,"Jan 27, 2006",Drama,"$14,200,000","$74,205",/movie/Manderlay#tab=summary
Mandie And The Cherokee Treasure,"Dec 31, 2010",Adventure, ,$0,/movie/Mandie-And-The-Cherokee-Treasure#tab=summary
Mandie and the Forgotten Christmas,"Dec 31, 2011",, ,$0,/movie/Mandie-and-the-Forgotten-Christmas#tab=summary
Mandie and the Secret Tunnel,"Dec 31, 2009",, ,$0,/movie/Mandie-and-the-Secret-Tunnel#tab=summary
Mandrake,"Dec 31, 2011",Action, ,$0,/movie/Mandrake#tab=summary
Mandrill,"Dec 31, 2009",, ,$0,/movie/Mandrill#tab=summary
Maneater,"Feb 9, 2010",Horror, ,$0,/movie/Maneater#tab=summary
Manet: Portraying Life,"Apr 11, 2013",Documentary, ,$0,/movie/Manet-Portraying-Life#tab=summary
Manfast,"Apr 30, 2003",, ,"$11,480",/movie/Manfast#tab=summary
Mang jing,"Feb 6, 2004",Drama, ,"$33,272",/movie/Mang-jing#tab=summary
Mang Shan,"Mar 12, 2008",Drama, ,"$13,164",/movie/Mang-Shan#tab=summary
Manglehorn,"Dec 31, 2014",Drama, ,$0,/movie/Manglehorn#tab=summary
The Mangler,"Mar 3, 1995",Horror, ,"$1,781,000",/movie/Mangler-The#tab=summary
Manhattan,"Apr 25, 1979",Comedy, ,"$39,946,780",/movie/Manhattan#tab=summary
Manhattan Murder Mystery,"Aug 18, 1993",Comedy, ,"$11,330,911",/movie/Manhattan-Murder-Mystery#tab=summary
The Manhattan Project,"Jun 13, 1986",Comedy, ,"$3,900,000",/movie/Manhattan-Project-The#tab=summary
Manhunter,"Aug 15, 1986",Thriller/Suspense, ,"$8,620,929",/movie/Manhunter#tab=summary
Maniac,"Jan 1, 1980",,"$350,000","$10,000,000",/movie/Maniac#tab=summary
Maniac,"Jun 21, 2013",Thriller/Suspense, ,"$26,826",/movie/Maniac-(2012)#tab=summary
Manic,"Apr 25, 2003",, ,"$75,535",/movie/Manic#tab=summary
Manito,"Jun 13, 2003",,"$25,000",$0,/movie/Manito#tab=summary
Manna From Heaven,"Aug 2, 2002",Comedy, ,"$505,675",/movie/Manna-From-Heaven#tab=summary
Mannat,"Oct 6, 2006",, ,"$53,589",/movie/Mannat#tab=summary
Mannequin,"Feb 13, 1987",Comedy, ,"$38,018,000",/movie/Mannequin#tab=summary
Mannequin: On the Move,"May 17, 1991",Comedy, ,"$3,300,609",/movie/Mannequin-On-the-Move#tab=summary
Männer wie wir,"Apr 28, 2006",Comedy, ,"$28,324",/movie/Manner-wie-wir#tab=summary
Männersache,"Dec 31, 2009",, ,$0,/movie/Mannersache#tab=summary
Manny,"Dec 31, 2014",Documentary, ,$0,/movie/Manny#tab=summary
Manny & Lo,"Jul 26, 1996",, ,"$363,731",/movie/Manny-and-Lo#tab=summary
Manolete,"Dec 31, 2007",Romantic Comedy, ,$0,/movie/Manolete#tab=summary
Manon des sources,"Nov 16, 1987",Drama, ,"$2,051,777",/movie/Manon-des-sources#tab=summary
Manos: The Hands of Fate,"Aug 16, 2012",, ,$0,/movie/Manos-The-Hands-of-Fate#tab=summary
Manos: The Search For Valley Lodge,"Dec 31, 2011",Horror, ,$0,/movie/Manos-The-Search-For-Valley-Lodge#tab=summary
Man's Best Friend,"Nov 19, 1993",Horror, ,"$12,974,636",/movie/Mans-Best-Friend#tab=summary
Man's Favorite Sport?,"Jan 1, 1964",, ,"$6,000,000",/movie/Mans-Favorite-Sport#tab=summary
A Man's Story,"Nov 2, 2012",Documentary, ,$0,/movie/Mans-Story-A#tab=summary
Mansfield Park,"Nov 18, 1999",Drama, ,"$4,764,741",/movie/Mansfield-Park#tab=summary
Mansome,"May 18, 2012",Documentary, ,"$18,395",/movie/Mansome#tab=summary
The Manson Family,"Oct 22, 2004",Horror, ,"$11,657",/movie/Manson-Family-The#tab=summary
"Manson, My Name is Evil","Oct 12, 2010",, ,$0,/movie/Manson-My-Name-is-Evil#tab=summary
Mantis,"Apr 27, 2012",, ,$0,/movie/Mantis#tab=summary
Manuale D'Amore 2,"Dec 31, 2007",, ,$0,/movie/Manuale-D-Amore-2#tab=summary
Manuale D'Amore 3,"Dec 31, 2010",Romantic Comedy, ,$0,/movie/Manuale-Damore-3#tab=summary
Manuela and Manuel,"Mar 26, 2010",, ,"$6,291",/movie/Manuela-and-Manuel#tab=summary
Manufactured Landscapes,"Jun 20, 2007",Documentary, ,"$395,623",/movie/Manufactured-Landscapes#tab=summary
Manure,"Dec 31, 2011",Drama, ,$0,/movie/Manure#tab=summary
The Many Adventures of Winnie the Pooh,"Mar 11, 1977",, ,$0,/movie/Many-Adventures-of-Winnie-the-Pooh-The#tab=summary
A Many Splintered Thing,"Dec 31, 2013",Comedy, ,$0,/movie/Many-Splintered-Thing-A#tab=summary
Mao's Last Dancer,"Aug 20, 2010",Drama,"$18,000,000","$4,806,750",/movie/Maos-Last-Dancer#tab=summary
Map of the Human Heart,"Apr 23, 1993",Drama, ,"$2,806,881",/movie/Map-of-the-Human-Heart#tab=summary
Map of the Sounds of Tokyo,"Dec 31, 2010",Drama, ,$0,/movie/Map-of-the-Sounds-of-Tokyo#tab=summary
